    0.9713    0.9436    1.1262    1.1316
    0.9633    0.9633    1.1379    1.1342
    0.9530    0.9938    1.1410    1.1401
    0.9429    1.0317    1.1391    1.1482
    0.9359    1.0707    1.1353    1.1568
    0.9351    1.1036    1.1322    1.1634
    0.9436    1.1262    1.1316    1.1649
    0.9633    1.1379    1.1342    1.1575
    0.9938    1.1410    1.1401    1.1377
    1.0317    1.1391    1.1482    1.1049
    1.0707    1.1353    1.1568    1.0621
    1.1036    1.1322    1.1634    1.0142
    1.1262    1.1316    1.1649    0.9658
    1.1379    1.1342    1.1575    0.9199
    1.1410    1.1401    1.1377    0.8783
    1.1391    1.1482    1.1049    0.8416
    1.1353    1.1568    1.0621    0.8094
    1.1322    1.1634    1.0142    0.7808
    1.1316    1.1649    0.9658    0.7547
    1.1342    1.1575    0.9199    0.7298
    1.1401    1.1377    0.8783    0.7053
    1.1482    1.1049    0.8416    0.6809
    1.1568    1.0621    0.8094    0.6568
    1.1634    1.0142    0.7808    0.6339
    1.1649    0.9658    0.7547    0.6138
    1.1575    0.9199    0.7298    0.5992
    1.1377    0.8783    0.7053    0.5935
    1.1049    0.8416    0.6809    0.6008
    1.0621    0.8094    0.6568    0.6241
    1.0142    0.7808    0.6339    0.6637
    0.9658    0.7547    0.6138    0.7160
    0.9199    0.7298    0.5992    0.7750
    0.8783    0.7053    0.5935    0.8353
    0.8416    0.6809    0.6008    0.8927
    0.8094    0.6568    0.6241    0.9452
    0.7808    0.6339    0.6637    0.9916
    0.7547    0.6138    0.7160    1.0317
    0.7298    0.5992    0.7750    1.0653
    0.7053    0.5935    0.8353    1.0925
    0.6809    0.6008    0.8927    1.1136
    0.6568    0.6241    0.9452    1.1289
    0.6339    0.6637    0.9916    1.1391
    0.6138    0.7160    1.0317    1.1452
    0.5992    0.7750    1.0653    1.1489
    0.5935    0.8353    1.0925    1.1524
    0.6008    0.8927    1.1136    1.1582
    0.6241    0.9452    1.1289    1.1688
    0.6637    0.9916    1.1391    1.1856
    0.7160    1.0317    1.1452    1.2073
    0.7750    1.0653    1.1489    1.2297
    0.8353    1.0925    1.1524    1.2457
    0.8927    1.1136    1.1582    1.2491
    0.9452    1.1289    1.1688    1.2367
    0.9916    1.1391    1.1856    1.2095
    1.0317    1.1452    1.2073    1.1707
    1.0653    1.1489    1.2297    1.1246
    1.0925    1.1524    1.2457    1.0746
    1.1136    1.1582    1.2491    1.0238
    1.1289    1.1688    1.2367    0.9740
    1.1391    1.1856    1.2095    0.9267
    1.1452    1.2073    1.1707    0.8826
    1.1489    1.2297    1.1246    0.8418
    1.1524    1.2457    1.0746    0.8038
    1.1582    1.2491    1.0238    0.7673
    1.1688    1.2367    0.9740    0.7311
    1.1856    1.2095    0.9267    0.6940
    1.2073    1.1707    0.8826    0.6562
    1.2297    1.1246    0.8418    0.6185
    1.2457    1.0746    0.8038    0.5829
    1.2491    1.0238    0.7673    0.5514
    1.2367    0.9740    0.7311    0.5262
    1.2095    0.9267    0.6940    0.5098
    1.1707    0.8826    0.6562    0.5054
    1.1246    0.8418    0.6185    0.5158
    1.0746    0.8038    0.5829    0.5432
    1.0238    0.7673    0.5514    0.5872
    0.9740    0.7311    0.5262    0.6443
    0.9267    0.6940    0.5098    0.7088
    0.8826    0.6562    0.5054    0.7750
    0.8418    0.6185    0.5158    0.8383
    0.8038    0.5829    0.5432    0.8957
    0.7673    0.5514    0.5872    0.9455
    0.7311    0.5262    0.6443    0.9866
    0.6940    0.5098    0.7088    1.0187
    0.6562    0.5054    0.7750    1.0417
    0.6185    0.5158    0.8383    1.0561
    0.5829    0.5432    0.8957    1.0631
    0.5514    0.5872    0.9455    1.0641
    0.5262    0.6443    0.9866    1.0612
    0.5098    0.7088    1.0187    1.0565
    0.5054    0.7750    1.0417    1.0527
    0.5158    0.8383    1.0561    1.0529
    0.5432    0.8957    1.0631    1.0597
    0.5872    0.9455    1.0641    1.0750
    0.6443    0.9866    1.0612    1.0988
    0.7088    1.0187    1.0565    1.1285
    0.7750    1.0417    1.0527    1.1582
    0.8383    1.0561    1.0529    1.1807
    0.8957    1.0631    1.0597    1.1898
    0.9455    1.0641    1.0750    1.1838
    0.9866    1.0612    1.0988    1.1649
    1.0187    1.0565    1.1285    1.1373
    1.0417    1.0527    1.1582    1.1052
    1.0561    1.0529    1.1807    1.0722
    1.0631    1.0597    1.1898    1.0410
    1.0641    1.0750    1.1838    1.0131
    1.0612    1.0988    1.1649    0.9894
    1.0565    1.1285    1.1373    0.9696
    1.0527    1.1582    1.1052    0.9525
    1.0529    1.1807    1.0722    0.9357
    1.0597    1.1898    1.0410    0.9166
    1.0750    1.1838    1.0131    0.8922
    1.0988    1.1649    0.9894    0.8613
    1.1285    1.1373    0.9696    0.8244
    1.1582    1.1052    0.9525    0.7842
    1.1807    1.0722    0.9357    0.7442
    1.1898    1.0410    0.9166    0.7076
    1.1838    1.0131    0.8922    0.6774
    1.1649    0.9894    0.8613    0.6559
    1.1373    0.9696    0.8244    0.6450
    1.1052    0.9525    0.7842    0.6458
    1.0722    0.9357    0.7442    0.6581
    1.0410    0.9166    0.7076    0.6804
    1.0131    0.8922    0.6774    0.7105
    0.9894    0.8613    0.6559    0.7458
    0.9696    0.8244    0.6450    0.7843
    0.9525    0.7842    0.6458    0.8246
    0.9357    0.7442    0.6581    0.8664
    0.9166    0.7076    0.6804    0.9099
    0.8922    0.6774    0.7105    0.9547
    0.8613    0.6559    0.7458    0.9995
    0.8244    0.6450    0.7843    1.0418
    0.7842    0.6458    0.8246    1.0788
    0.7442    0.6581    0.8664    1.1088
    0.7076    0.6804    0.9099    1.1317
    0.6774    0.7105    0.9547    1.1486
    0.6559    0.7458    0.9995    1.1612
    0.6450    0.7843    1.0418    1.1719
    0.6458    0.8246    1.0788    1.1826
    0.6581    0.8664    1.1088    1.1951
    0.6804    0.9099    1.1317    1.2102
    0.7105    0.9547    1.1486    1.2280
    0.7458    0.9995    1.1612    1.2473
    0.7843    1.0418    1.1719    1.2660
    0.8246    1.0788    1.1826    1.2809
    0.8664    1.1088    1.1951    1.2883
    0.9099    1.1317    1.2102    1.2842
    0.9547    1.1486    1.2280    1.2655
    0.9995    1.1612    1.2473    1.2321
    1.0418    1.1719    1.2660    1.1868
    1.0788    1.1826    1.2809    1.1340
    1.1088    1.1951    1.2883    1.0777
    1.1317    1.2102    1.2842    1.0211
    1.1486    1.2280    1.2655    0.9659
    1.1612    1.2473    1.2321    0.9131
    1.1719    1.2660    1.1868    0.8629
    1.1826    1.2809    1.1340    0.8149
    1.1951    1.2883    1.0777    0.7686
    1.2102    1.2842    1.0211    0.7236
    1.2280    1.2655    0.9659    0.6797
    1.2473    1.2321    0.9131    0.6371
    1.2660    1.1868    0.8629    0.5962
    1.2809    1.1340    0.8149    0.5578
    1.2883    1.0777    0.7686    0.5229
    1.2842    1.0211    0.7236    0.4926
    1.2655    0.9659    0.6797    0.4689
    1.2321    0.9131    0.6371    0.4541
    1.1868    0.8629    0.5962    0.4517
    1.1340    0.8149    0.5578    0.4652
    1.0777    0.7686    0.5229    0.4974
    1.0211    0.7236    0.4926    0.5478
    0.9659    0.6797    0.4689    0.6120
    0.9131    0.6371    0.4541    0.6831
    0.8629    0.5962    0.4517    0.7541
    0.8149    0.5578    0.4652    0.8196
    0.7686    0.5229    0.4974    0.8763
    0.7236    0.4926    0.5478    0.9226
    0.6797    0.4689    0.6120    0.9582
    0.6371    0.4541    0.6831    0.9834
    0.5962    0.4517    0.7541    0.9991
    0.5578    0.4652    0.8196    1.0066
    0.5229    0.4974    0.8763    1.0072
    0.4926    0.5478    0.9226    1.0026
    0.4689    0.6120    0.9582    0.9948
    0.4541    0.6831    0.9834    0.9861
    0.4517    0.7541    0.9991    0.9792
    0.4652    0.8196    1.0066    0.9773
    0.4974    0.8763    1.0072    0.9834
    0.5478    0.9226    1.0026    0.9995
    0.6120    0.9582    0.9948    1.0260
    0.6831    0.9834    0.9861    1.0602
    0.7541    0.9991    0.9792    1.0963
    0.8196    1.0066    0.9773    1.1269
    0.8763    1.0072    0.9834    1.1464
    0.9226    1.0026    0.9995    1.1530
    0.9582    0.9948    1.0260    1.1489
    0.9834    0.9861    1.0602    1.1378
    0.9991    0.9792    1.0963    1.1233
    1.0066    0.9773    1.1269    1.1087
    1.0072    0.9834    1.1464    1.0964
    1.0026    0.9995    1.1530    1.0876
    0.9948    1.0260    1.1489    1.0829
    0.9861    1.0602    1.1378    1.0816
    0.9792    1.0963    1.1233    1.0822
    0.9773    1.1269    1.1087    1.0820
    0.9834    1.1464    1.0964    1.0777
    0.9995    1.1530    1.0876    1.0657
    1.0260    1.1489    1.0829    1.0431
    1.0602    1.1378    1.0816    1.0094
    1.0963    1.1233    1.0822    0.9676
    1.1269    1.1087    1.0820    0.9223
    1.1464    1.0964    1.0777    0.8777
    1.1530    1.0876    1.0657    0.8370
    1.1489    1.0829    1.0431    0.8025
    1.1378    1.0816    1.0094    0.7748
    1.1233    1.0822    0.9676    0.7543
    1.1087    1.0820    0.9223    0.7400
    1.0964    1.0777    0.8777    0.7307
    1.0876    1.0657    0.8370    0.7245
    1.0829    1.0431    0.8025    0.7199
    1.0816    1.0094    0.7748    0.7158
    1.0822    0.9676    0.7543    0.7120
    1.0820    0.9223    0.7400    0.7091
    1.0777    0.8777    0.7307    0.7094
    1.0657    0.8370    0.7245    0.7160
    1.0431    0.8025    0.7199    0.7327
    1.0094    0.7748    0.7158    0.7622
    0.9676    0.7543    0.7120    0.8043
    0.9223    0.7400    0.7091    0.8547
    0.8777    0.7307    0.7094    0.9076
    0.8370    0.7245    0.7160    0.9584
    0.8025    0.7199    0.7327    1.0045
    0.7748    0.7158    0.7622    1.0451
    0.7543    0.7120    0.8043    1.0805
    0.7400    0.7091    0.8547    1.1114
    0.7307    0.7094    0.9076    1.1386
    0.7245    0.7160    0.9584    1.1626
    0.7199    0.7327    1.0045    1.1838
    0.7158    0.7622    1.0451    1.2025
    0.7120    0.8043    1.0805    1.2190
    0.7091    0.8547    1.1114    1.2337
    0.7094    0.9076    1.1386    1.2474
    0.7160    0.9584    1.1626    1.2612
    0.7327    1.0045    1.1838    1.2760
    0.7622    1.0451    1.2025    1.2916
    0.8043    1.0805    1.2190    1.3052
    0.8547    1.1114    1.2337    1.3115
    0.9076    1.1386    1.2474    1.3047
    0.9584    1.1626    1.2612    1.2823
    1.0045    1.1838    1.2760    1.2457
    1.0451    1.2025    1.2916    1.1983
    1.0805    1.2190    1.3052    1.1437
    1.1114    1.2337    1.3115    1.0852
    1.1386    1.2474    1.3047    1.0251
    1.1626    1.2612    1.2823    0.9651
    1.1838    1.2760    1.2457    0.9063
    1.2025    1.2916    1.1983    0.8497
    1.2190    1.3052    1.1437    0.7956
    1.2337    1.3115    1.0852    0.7444
    1.2474    1.3047    1.0251    0.6960
    1.2612    1.2823    0.9651    0.6502
    1.2760    1.2457    0.9063    0.6069
    1.2916    1.1983    0.8497    0.5660
    1.3052    1.1437    0.7956    0.5279
    1.3115    1.0852    0.7444    0.4934
    1.3047    1.0251    0.6960    0.4637
    1.2823    0.9651    0.6502    0.4406
    1.2457    0.9063    0.6069    0.4263
    1.1983    0.8497    0.5660    0.4239
    1.1437    0.7956    0.5279    0.4374
    1.0852    0.7444    0.4934    0.4700
    1.0251    0.6960    0.4637    0.5224
    0.9651    0.6502    0.4406    0.5901
    0.9063    0.6069    0.4263    0.6651
    0.8497    0.5660    0.4239    0.7387
    0.7956    0.5279    0.4374    0.8048
    0.7444    0.4934    0.4700    0.8602
    0.6960    0.4637    0.5224    0.9040
    0.6502    0.4406    0.5901    0.9364
    0.6069    0.4263    0.6651    0.9583
    0.5660    0.4239    0.7387    0.9708
    0.5279    0.4374    0.8048    0.9754
    0.4934    0.4700    0.8602    0.9735
    0.4637    0.5224    0.9040    0.9668
    0.4406    0.5901    0.9364    0.9571
    0.4263    0.6651    0.9583    0.9467
    0.4239    0.7387    0.9708    0.9382
    0.4374    0.8048    0.9754    0.9350
    0.4700    0.8602    0.9735    0.9401
    0.5224    0.9040    0.9668    0.9560
    0.5901    0.9364    0.9571    0.9833
    0.6651    0.9583    0.9467    1.0195
    0.7387    0.9708    0.9382    1.0589
    0.8048    0.9754    0.9350    1.0944
    0.8602    0.9735    0.9401    1.1205
    0.9040    0.9668    0.9560    1.1355
    0.9364    0.9571    0.9833    1.1411
    0.9583    0.9467    1.0195    1.1404
    0.9708    0.9382    1.0589    1.1368
    0.9754    0.9350    1.0944    1.1331
    0.9735    0.9401    1.1205    1.1314
    0.9668    0.9560    1.1355    1.1327
    0.9571    0.9833    1.1411    1.1375
